"startdate","enddate","status","ipaddress","progress","duration (in seconds)","finished","recordeddate","responseid","recipientlastname","recipientfirstname","recipientemail","externalreference","locationlatitude","locationlongitude","distributionchannel","userlanguage","q_recaptchascore","q1_2","q1_3","q1_4","q1_5","q1_7","q1_8","tas_1","tas_2","tas_3","tas_4","tas_5","tas_6","tas_7","tas_8","tas_9","tas_10","tas_11","tas_12","tas_13","tas_14","tas_15","tas_16","tas_17","tas_18","tas_19","tas_20","ias_1","ias_2","ias_3","ias_4","ias_5","ias_6","ias_7","ias_8","ias_9","ias_10","ias_11","ias_12","ias_13","ias_14","ias_15","ias_16","ias_17","ias_18","ias_19","ias_20","ias_21","iats_1","iats_2","iats_3","iats_4","iats_5","iats_6","iats_7","iats_8","iats_9","iats_10","iats_11","iats_12","iats_13","iats_14","iats_15","iats_16","iats_17","iats_18","iats_19","iats_20","iats_21","sass_1","sass_2","sass_3","sass_4","sass_5","sass_6","sass_7","sass_8","sass_9","sass_10","sss_8_1","sss_8_2","sss_8_3","sss_8_4","sss_8_5","sss_8_6","sss_8_7","sss_8_8","pcs_1","pcs_2","pcs_3","pcs_4","pcs_5","pcs_6","pcs_7","pcs_8","pcs_9","pcs_10","pcs_11","pcs_12","pcs_13","phq_9_1","phq_9_2","phq_9_3","phq_9_4","phq_9_5","phq_9_6","phq_9_7","phq_9_8","phq_9_9","gad_7_1","gad_7_2","gad_7_3","gad_7_4","gad_7_5","gad_7_6","gad_7_7","stai_1","stai_2","stai_3","stai_4","stai_5","stai_6","stai_7","stai_8","stai_9","stai_10","stai_11","stai_12","stai_13","stai_14","stai_15","stai_16","stai_17","stai_18","stai_19","stai_20","vviq_q_2_1_1","vviq_q_2_1_2","vviq_q_2_1_3","vviq_q_2_1_4","vviq_q2_2_1","vviq_q2_2_2","vviq_q2_2_3","vviq_q2_2_4","vviq_q2_3_1","vviq_q2_3_2","vviq_q2_3_3","vviq_q2_3_4","vviq_q2_4_1","vviq_q2_4_2","vviq_q2_4_3","vviq_q2_4_4","q93","time_used","age","gender","evenodd_score","tas","ias","iats","sass","sss8","pcs","phq9","gad7","stai","vviq","cohort","vviq_k","vviq_q"
"45574.668958333335","45574.68399305556","0.0","86.157.201.104","100.0","1298.0","1.0","45574.68399855324","R_8nTOwiObFvMJMyX",NA,NA,NA,NA,"52.1364","-4.5406","anonymous","EN","1.0","5f286132e383f5154732462c","1.0","1.0","1.0","2.0","22",3,5,1,5,4,4,2,3,3,3,4,4,2,2,3,4,5,2,3,2,3,4,4,4,5,5,4,5,4,4,4,3,4,4,5,4,4,5,3,4,4,2,2,3,3,3,2,2,1,2,2,2,1,1,1,3,2,2,2,2,2,1,3,3,4,3,2,5,4,5,1,2,3,1,1,4,4,3,1,3,2,1,1,2,1,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,1,1,3,1,1,1,1,3,1,1,3,3,2,2,3,1,1,2,1,2,3,3,2,2,2,2,2,1,2,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,"5f286132e383f5154732462c",1298,22,2,-0.97251771999828,64,86,41,32,20,21,12,11,40,78,"control","4","4"
"45574.66976851852","45574.68412037037","0.0","90.242.178.66","100.0","1240.0","1.0","45574.68413423611","R_82ymalnRCyhEwnm",NA,NA,NA,NA,"52.2318","-0.9171","anonymous","EN","1.0","5da9a1659413e4001505d7f7","1.0","1.0","1.0","1.0","65",1,3,2,3,2,4,3,2,3,2,3,1,3,4,2,3,4,3,3,2,4,5,4,5,3,3,2,3,3,1,4,3,3,1,3,1,2,1,4,3,2,2,1,2,1,2,2,3,1,1,2,3,2,1,1,1,3,1,1,2,1,1,3,4,4,3,3,4,5,4,3,2,1,1,1,2,1,1,1,1,2,1,1,1,1,3,2,2,2,1,2,3,3,2,1,1,1,1,1,1,1,1,3,1,1,3,1,3,1,2,1,4,2,1,2,1,2,2,1,1,1,1,3,1,1,2,2,1,2,5,4,3,4,5,4,5,5,4,4,3,5,5,5,5,4,NA,1240,65,1,-0.955810936759088,53,60,34,35,9,24,10,13,33,70,"control","4","4"
"45574.67071759259","45574.68429398148","0.0","86.10.107.215","100.0","1173.0","1.0","45574.68431188657","R_2g5IvSMwgrljTGN",NA,NA,NA,NA,"52.5852","-0.236","anonymous","EN","1.0","5d7a1fce27fb8a000196993e","1.0","1.0","1.0","1.0","48",1,3,1,2,1,1,1,2,1,1,5,1,1,2,3,3,4,4,3,1,3,5,4,5,5,5,5,3,1,2,4,5,3,2,5,2,5,3,3,4,3,1,4,1,4,4,3,5,1,2,2,3,3,2,2,3,3,2,1,5,1,2,1,1,3,2,2,1,3,4,1,1,1,1,1,3,2,3,1,1,3,2,3,2,2,3,1,4,3,3,2,4,3,1,1,1,2,1,1,2,1,1,3,1,1,3,3,1,1,2,2,3,1,1,3,3,1,1,3,1,2,2,3,2,2,1,3,1,1,3,2,2,2,4,4,3,4,2,1,2,4,2,3,3,2,"CQGKCGKU",1173,48,1,-0.934025706611668,41,77,54,19,13,35,11,13,38,43,"control","2","2"
"45574.67449074074","45574.68435185185","0.0","86.178.53.85","100.0","851.0","1.0","45574.68436540509","R_2PQOu2kNiz7ABxf",NA,NA,NA,NA,"53.753","-2.359","anonymous","EN","1.0","6693ad02e4dd0cfa3a193d75","1.0","1.0","1.0","2.0","39",5,4,4,4,2,5,5,1,4,4,1,4,5,5,2,4,4,2,4,2,2,1,3,2,3,4,4,4,2,4,5,3,4,4,2,2,4,2,3,3,3,2,2,2,4,4,4,3,4,2,2,5,3,4,3,5,5,5,1,2,2,2,2,1,4,5,5,3,5,2,4,5,5,1,2,5,4,5,5,4,4,2,4,5,3,4,3,5,2,4,5,4,2,3,4,4,3,4,3,2,1,1,4,3,3,3,1,4,3,3,4,1,4,3,4,4,4,4,4,2,1,4,2,4,4,3,3,3,4,4,4,2,4,4,5,5,5,4,5,4,5,4,5,5,5,NA,851,39,2,-0.78668320539681,71,64,66,36,31,47,25,21,65,70,"control","4","4"
"45574.66956018518","45574.6844212963","0.0","80.46.242.202","100.0","1284.0","1.0","45574.68443353009","R_2MgU9nDTuKMOtZ7",NA,NA,NA,NA,"53.3308","-3.0892","anonymous","EN","1.0","659ea8c8d23b231204a14e63","1.0","1.0","1.0","2.0","62",1,2,3,2,3,3,3,4,3,2,4,2,3,2,3,4,3,4,3,2,3,4,4,5,5,4,4,5,5,5,5,5,4,4,5,4,4,2,4,4,4,1,2,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,4,5,4,3,5,4,3,3,2,2,2,2,1,2,3,2,4,2,3,3,3,3,1,4,3,3,3,3,3,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,2,1,3,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,NA,1284,62,2,-0.984868246058223,56,89,30,36,16,38,11,9,27,77,"control","4","4"
"45574.67024305555","45574.68461805556","0.0","89.240.112.244","100.0","1242.0","1.0","45574.68463011574","R_2yo0yE7s7DF1boJ",NA,NA,NA,NA,"51.5834","-0.0755","anonymous","EN","1.0","5f57ad467e5fdf29265a23f4","1.0","1.0","1.0","2.0","35",2,2,2,3,1,4,2,2,4,1,3,2,3,3,4,4,4,4,2,2,5,3,5,5,4,5,5,3,4,3,5,3,4,4,5,5,5,2,3,2,4,1,4,2,5,4,2,4,1,1,1,5,3,4,2,4,4,1,1,4,2,3,1,3,4,4,4,4,5,4,2,2,1,1,1,3,1,1,1,1,1,2,1,2,2,1,3,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,1,1,3,1,2,2,1,1,1,1,2,1,1,2,2,2,1,5,4,4,5,4,3,3,4,4,2,2,4,4,4,4,3,"CQGKCGKU",1242,35,2,-0.969812119411233,54,84,58,33,10,22,10,9,31,59,"control","3","3"
"45574.66956018518","45574.68472222222","0.0","92.27.33.174","100.0","1309.0","1.0","45574.68473050926","R_2JjZn0ctm4hu1QN",NA,NA,NA,NA,"51.5885","-0.103","anonymous","EN","1.0","66dc674821440738bb450ee2","1.0","1.0","1.0","2.0","67",1,1,1,2,1,2,1,1,1,1,4,1,1,1,2,4,2,4,2,3,4,5,4,3,5,5,5,4,5,5,4,4,3,3,5,4,5,2,5,4,3,1,4,1,3,2,1,2,1,1,1,3,1,2,1,3,2,1,2,4,2,2,1,4,3,3,2,2,5,4,3,2,1,1,1,2,1,4,1,3,1,1,2,1,1,4,3,4,3,2,4,2,4,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,2,1,3,1,1,1,1,4,1,2,1,1,1,1,3,4,5,4,4,5,3,4,4,2,4,5,3,3,2,4,"CQGKCGKU",1309,67,2,-0.880508076007874,36,87,40,29,14,32,12,7,32,59,"control","3","3"
"45574.67016203704","45574.68481481481","0.0","92.14.51.220","100.0","1265.0","1.0","45574.68482755787","R_2i9EQOhIbbFFDJ9",NA,NA,NA,NA,"50.7347","-1.8325","anonymous","EN","1.0","66769b72231897ab964794de","1.0","1.0","1.0","1.0","36",2,2,2,2,1,2,3,4,3,2,4,2,1,4,3,3,3,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,2,3,3,4,5,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,2,4,4,3,4,3,5,3,3,4,4,4,4,3,4,3,3,NA,1265,36,1,-0.972430707723692,53,96,82,32,9,18,9,7,33,58,"control","3","3"
"45574.66957175926","45574.684849537036","0.0","86.30.152.70","100.0","1319.0","1.0","45574.68485770834","R_2roNtuFLBHOTb3a",NA,NA,NA,NA,"51.4771","-2.5531","anonymous","EN","1.0","59e52174e75b450001a69189","1.0","1.0","1.0","2.0","43",2,3,2,3,3,2,2,2,3,1,4,2,2,2,3,4,4,4,2,2,4,4,4,3,4,4,3,3,5,5,4,4,4,4,5,4,5,3,4,3,4,2,4,2,2,2,2,4,1,1,1,1,2,3,1,1,4,2,2,4,3,2,2,3,4,4,4,2,3,3,1,5,4,1,1,3,1,1,1,2,4,3,2,3,4,3,2,5,4,5,5,2,2,1,1,2,2,1,1,1,1,1,4,3,4,3,1,3,1,3,3,2,3,2,4,4,3,2,3,2,3,3,1,2,3,3,3,3,3,3,2,2,4,2,3,3,3,4,3,2,4,3,3,3,2,NA,1319,43,2,-0.959282088313532,52,83,46,31,14,44,11,19,55,46,"control","2","2"
"45574.669386574074","45574.684895833336","0.0","92.20.130.57","100.0","1339.0","1.0","45574.68490997685","R_8tbb2XJsb6VzJeE",NA,NA,NA,NA,"51.7707","-1.2155","anonymous","EN","1.0","6659f63d107d98d387a6bd8a","1.0","1.0","1.0","2.0","42",2,4,3,2,2,4,4,2,2,2,4,2,2,2,2,4,5,3,3,2,5,2,4,4,4,5,5,5,4,3,5,5,5,5,5,2,5,2,5,3,4,2,3,2,4,2,2,2,2,2,2,5,1,2,2,2,5,5,2,4,2,2,1,4,4,2,3,2,5,3,1,3,1,1,3,4,2,5,3,4,3,2,5,4,5,5,1,5,4,5,5,3,2,3,2,4,4,4,3,1,1,1,1,1,3,1,1,5,1,3,2,1,4,3,3,3,2,1,3,1,4,2,3,4,1,2,1,2,1,4,4,3,4,4,4,3,2,2,2,2,3,3,3,4,3,NA,1339,42,2,-0.802940195127173,56,87,55,28,23,49,23,13,46,50,"control","2","2"
"45574.67085648148","45574.68497685185","0.0","82.132.231.109","100.0","1220.0","1.0","45574.68499127315","R_8GDNh8Bfrmiz8QB",NA,NA,NA,NA,"51.4717","-0.1161","anonymous","EN","1.0","66fda362c95826c9d730765d","1.0","1.0","1.0","1.0","54",2,2,2,2,3,2,2,3,2,2,4,2,2,2,4,2,2,4,2,2,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,3,4,3,4,3,3,1,2,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,4,3,3,3,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,2,2,1,2,2,1,1,2,3,1,2,1,1,2,1,3,3,2,2,2,2,1,1,2,1,1,1,1,1,1,1,NA,1220,54,1,-0.984836498548447,48,77,30,23,8,13,9,7,33,25,"control","1","1"
"45574.66982638889","45574.685069444444","0.0","82.9.235.220","100.0","1317.0","1.0","45574.68508241898","R_2ffRbhfoKLjVWtc",NA,NA,NA,NA,"54.5435","-0.9881","anonymous","EN","1.0","66eed87e0f175cd6013745a8","1.0","1.0","1.0","1.0","50",3,4,2,3,2,2,2,3,4,3,2,3,4,3,2,4,4,3,2,4,4,3,5,4,4,3,4,5,4,3,4,5,5,5,5,3,4,5,3,4,3,2,2,2,3,3,2,3,1,1,2,3,3,2,1,3,2,2,2,2,3,3,1,4,4,2,1,3,4,2,1,1,1,2,1,3,1,3,1,2,1,1,1,1,1,1,1,2,1,2,4,2,4,3,3,2,3,1,3,2,1,1,3,3,4,3,3,3,3,2,2,3,3,3,3,1,3,2,1,3,3,3,3,3,2,2,3,2,3,4,4,4,3,4,4,5,5,5,4,4,4,4,3,4,4,NA,1317,50,1,-0.871564223526585,59,85,47,23,14,22,19,22,50,65,"control","4","4"
"45574.670023148145","45574.685069444444","0.0","31.50.201.60","100.0","1300.0","1.0","45574.685085474535","R_8d478ZkDcXcuZPe",NA,NA,NA,NA,"54.6333","-6.55","anonymous","EN","1.0","64491afdfd7c9850dbe34166","1.0","1.0","1.0","2.0","56",1,2,4,2,1,1,4,2,2,1,4,3,1,1,2,5,4,4,2,2,4,5,4,5,3,4,4,5,3,4,4,5,4,3,5,2,5,2,4,3,3,4,4,2,4,4,3,4,4,4,3,2,2,3,2,4,2,4,2,4,4,3,3,4,4,2,5,1,4,4,3,2,1,1,2,5,3,5,5,3,2,1,2,1,2,3,1,4,2,2,3,2,3,2,2,1,3,1,2,2,1,1,3,1,1,1,1,1,3,2,2,3,2,2,4,2,1,1,2,2,4,1,2,3,2,2,1,2,2,4,4,3,4,3,2,3,3,4,4,3,4,4,4,3,3,NA,1300,56,2,-0.820358846072523,48,81,68,32,25,28,15,11,42,55,"control","3","3"
"45574.669375","45574.685115740744","0.0","77.102.214.163","100.0","1360.0","1.0","45574.685131238424","R_2t4oUuOT6xoKRGX",NA,NA,NA,NA,"54.524","-1.3364","anonymous","EN","1.0","5a8ad2082a842c0001fce0f2","1.0","1.0","1.0","1.0","28",3,4,2,4,1,4,3,1,4,3,2,4,3,4,2,4,4,4,2,4,2,3,2,4,4,4,2,2,2,2,2,4,2,2,2,2,2,1,3,2,2,2,3,2,3,2,2,2,1,1,1,1,2,1,1,2,2,2,1,4,1,1,2,3,3,2,4,4,3,2,2,3,1,1,1,3,2,1,1,3,2,1,1,2,2,2,3,3,4,3,3,2,2,1,2,2,2,1,2,2,1,1,4,3,4,4,3,1,3,3,3,2,2,1,3,4,1,3,3,2,2,3,2,2,3,3,3,3,3,5,5,4,5,3,3,3,2,3,2,3,3,2,2,2,2,"CQGKCGKU",1360,28,1,-0.926267714091867,62,51,37,28,13,30,14,22,51,49,"control","2","2"
"45574.66939814815","45574.685162037036","0.0","94.3.174.119","100.0","1362.0","1.0","45574.685176099534","R_8uwHKuFsYHIIxyp",NA,NA,NA,NA,"55.0312","-1.5695","anonymous","EN","1.0","668304d67b14604f5b31fdc2","1.0","1.0","1.0","1.0","53",2,2,1,2,2,2,2,2,1,2,4,2,2,2,2,2,2,4,3,1,4,4,4,5,4,5,4,5,4,4,4,4,4,3,4,1,4,2,4,5,2,2,3,2,3,2,2,4,1,3,3,2,2,2,2,2,2,2,2,2,4,2,3,1,3,4,5,3,2,3,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,4,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,1,1,2,2,2,2,2,1,2,2,3,1,2,1,2,2,2,5,4,3,4,5,3,4,5,5,4,4,5,4,4,4,5,NA,1362,53,1,-0.980658582159992,42,80,49,28,11,22,11,7,37,68,"control","4","4"
"45574.66918981481","45574.685208333336","0.0","51.146.219.238","100.0","1384.0","1.0","45574.68521954861","R_2gIMb3vPq0N7Ac4",NA,NA,NA,NA,"53.4516","-2.9147","anonymous","EN","1.0","64b00963c1ea5bb33dc30910","1.0","1.0","1.0","1.0","72",2,2,1,3,2,2,2,3,1,3,3,2,2,2,5,1,3,5,3,5,3,4,4,5,5,4,3,3,4,3,5,4,3,3,3,2,5,2,4,3,3,1,2,1,3,2,2,2,1,2,2,3,2,1,1,2,2,3,2,2,1,2,3,5,3,4,2,3,5,2,1,1,2,3,3,3,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,3,1,2,2,3,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,1,5,4,4,5,3,3,2,3,5,3,2,4,4,4,3,4,NA,1384,72,1,-0.901163490296195,52,75,39,29,18,14,13,9,33,58,"control","3","3"
"45574.67089120371","45574.685208333336","0.0","86.19.65.234","100.0","1236.0","1.0","45574.68522115741","R_8bJmdi1wlOxYsna",NA,NA,NA,NA,"53.4916","-2.3009","anonymous","EN","1.0","59f4fa78da08940001d4e7b7",NA,"1.0","1.0","2.0","43",1,3,1,2,1,1,2,2,2,2,4,1,2,2,4,4,2,3,4,4,4,2,3,2,5,5,5,5,5,4,5,5,3,4,2,1,5,5,3,3,4,4,2,1,2,5,2,2,1,1,1,3,1,1,1,2,1,1,2,2,4,4,1,5,5,4,5,3,5,3,4,5,1,3,1,3,1,2,2,5,2,1,2,4,3,2,1,2,2,1,3,2,2,1,2,4,3,3,2,1,1,1,3,3,4,4,4,4,1,3,3,2,2,2,4,4,2,3,3,1,3,2,2,2,2,4,3,4,3,3,3,2,4,4,4,5,5,3,4,2,4,4,4,4,4,NA,1236,43,2,-0.738606743905737,47,80,43,40,18,27,18,23,54,59,"control","3","3"
"45574.672847222224","45574.685381944444","0.0","81.106.182.12","100.0","1083.0","1.0","45574.685409895836","R_2gtDGYcUL9Y8Fis",NA,NA,NA,NA,"51.7784","0.1057","anonymous","EN","0.800000011920929","5efec43017f2363e1bf47368","1.0","1.0","1.0","2.0","33",1,1,1,1,2,1,1,2,1,1,5,1,1,1,5,4,2,4,2,2,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,3,1,3,2,5,5,4,4,1,1,5,4,5,1,2,5,3,5,4,3,4,1,5,4,5,5,3,5,1,1,2,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,2,2,2,2,2,1,1,2,2,1,3,1,1,2,1,5,5,4,5,4,5,4,5,5,5,5,5,3,3,3,3,NA,1083,33,2,-0.965720992093381,39,100,22,34,23,52,12,9,32,69,"control","4","4"
"45574.670636574076","45574.685902777775","0.0","90.243.94.24","100.0","1318.0","1.0","45574.68590859954","R_8lslC8hwSHjreAK",NA,NA,NA,NA,"53.5972","-2.3013","anonymous","EN","1.0","5714e0958adadb00098deed4","1.0","1.0","1.0","1.0","32",2,3,2,2,2,3,4,2,4,2,4,2,2,2,2,4,4,4,1,2,4,4,3,4,4,4,4,2,4,4,3,5,3,2,3,2,3,2,3,2,2,2,3,2,3,3,2,4,2,2,2,2,3,2,2,2,3,4,1,4,3,2,1,5,4,3,4,4,4,4,2,2,1,1,1,2,1,5,2,1,2,1,1,2,2,2,3,3,2,3,3,3,3,2,2,1,2,1,1,2,1,1,3,3,3,3,3,3,1,2,3,2,3,2,3,3,2,3,3,2,2,3,2,3,4,3,4,3,3,4,4,3,1,5,3,4,4,1,2,2,2,5,5,5,5,NA,1318,32,1,-0.867035337119574,53,67,53,33,14,30,13,19,55,55,"control","3","3"
"45574.67028935185","45574.685902777775","0.0","84.65.80.90","100.0","1348.0","1.0","45574.68591056713","R_8pLjj0p02QDGVPP",NA,NA,NA,NA,"51.4897","-0.1063","anonymous","EN","0.699999988079071","59ce3501a5bbdd0001bf45e2","1.0","1.0","1.0","2.0","53",2,2,1,2,2,2,2,1,2,2,3,2,3,1,2,3,4,3,3,2,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,3,3,3,3,1,4,1,3,2,2,3,1,1,1,3,3,2,2,3,2,2,2,3,2,2,1,4,4,4,3,2,3,4,3,1,2,1,1,2,1,3,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,1,4,3,2,3,3,4,4,5,4,4,4,4,4,1,4,4,3,3,4,2,4,4,3,4,2,4,4,3,3,2,3,3,3,3,2,3,3,3,3,2,2,2,2,3,3,3,2,"59ce3501a5bbdd0001bf45e2",1348,53,2,-0.949704003374142,44,76,45,29,16,14,27,28,65,42,"control","2","2"
"45574.6703587963","45574.6859375","0.0","2.222.41.162","100.0","1345.0","1.0","45574.68594930555","R_8aaTIQXt6TkCU9e",NA,NA,NA,NA,"50.4381","-4.083","anonymous","EN","1.0","6575c49b0381d3b2b560fd13","1.0","1.0","1.0","1.0","22",2,4,3,4,2,2,3,1,5,2,4,2,2,3,2,1,5,5,2,3,4,5,3,4,4,4,4,4,5,5,5,5,4,4,4,2,4,2,2,4,3,2,2,2,4,2,2,4,1,1,1,2,3,1,1,4,3,3,1,4,2,1,1,3,4,2,4,4,5,4,4,3,2,1,1,3,1,3,1,3,3,3,3,3,4,4,4,5,3,4,3,3,4,2,2,3,2,1,2,1,1,1,3,4,3,3,1,3,3,2,2,2,3,2,2,2,2,3,2,2,3,2,3,2,2,3,3,2,2,2,2,3,2,3,2,2,2,3,2,4,3,3,3,3,2,NA,1345,22,1,-0.877584646061155,57,81,46,34,15,46,15,20,46,41,"control","2","2"
"45574.66954861111","45574.68597222222","0.0","94.13.134.174","100.0","1418.0","1.0","45574.68598401621","R_2D85HMzo7nJGuVi",NA,NA,NA,NA,"53.2765","-2.5979","anonymous","EN","1.0","66df8f4a40ee9c362e19794b","1.0","1.0","1.0","2.0","56",2,1,5,1,1,1,5,1,1,3,5,1,4,1,4,5,2,5,2,4,5,4,5,4,5,2,4,5,5,5,5,5,4,5,3,1,5,1,5,1,1,4,1,3,1,1,1,1,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,3,4,4,1,5,2,2,1,1,1,1,2,5,4,4,1,5,1,1,1,2,2,3,1,3,2,2,2,2,2,2,2,4,4,1,2,2,4,1,1,1,1,4,1,3,1,3,2,1,2,3,4,3,3,1,3,1,4,4,2,3,3,2,2,3,1,5,5,5,5,5,2,4,5,5,1,3,4,5,5,4,4,"66df8f4a40ee9c362e19794b",1418,56,2,-0.441020353846943,54,80,31,24,23,24,22,12,50,67,"control","4","4"
"45574.66929398148","45574.68608796296","0.0","92.25.37.23","100.0","1450.0","1.0","45574.68609732639","R_20NTiXiNcke5xuv",NA,NA,NA,NA,"51.5591","-0.2283","anonymous","EN","1.0","5c5c8b70758f310001ed429a","1.0","1.0","1.0","1.0","53",2,3,2,2,2,2,2,3,4,2,3,4,3,4,2,5,4,3,2,2,2,4,5,4,4,4,4,4,4,4,5,4,4,3,4,1,5,1,4,3,3,1,2,1,2,1,1,3,1,1,1,1,1,1,2,4,4,5,1,1,1,1,2,4,4,5,5,3,4,4,4,4,5,1,2,5,1,5,1,4,4,4,3,4,4,5,2,3,3,3,2,2,1,2,2,3,4,1,1,2,2,1,3,3,3,4,4,4,1,3,3,2,4,3,3,3,2,2,4,1,2,3,3,2,3,2,2,3,2,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,NA,1450,53,1,-0.85633958989164,56,76,36,39,24,40,18,22,52,76,"control","4","4"
"45574.6706712963","45574.68630787037","0.0","92.23.169.151","100.0","1350.0","1.0","45574.686314293984","R_2Du78p6Oxi3A0a2",NA,NA,NA,NA,"54.8927","-1.5315","anonymous","EN","1.0","597c4133cae3340001135a72","1.0","1.0","1.0","1.0","47",1,1,1,1,3,1,1,2,1,2,5,1,1,1,4,5,1,4,2,1,4,5,4,5,5,5,5,4,4,4,5,4,5,5,5,4,5,2,4,3,4,2,2,2,2,4,2,4,2,2,2,2,2,2,2,4,4,2,2,2,2,4,1,4,2,4,2,2,3,4,3,1,1,1,1,1,1,4,1,1,2,2,2,2,2,3,1,2,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,4,3,2,3,3,3,4,4,3,4,4,3,4,3,3,"CQGKCGKU",1350,47,1,-0.944610433233345,39,91,52,26,11,29,9,7,28,54,"control","3","3"
"45574.672060185185","45574.68634259259","0.0","86.159.83.110","100.0","1234.0","1.0","45574.68635815972","R_8DtF8vG8y9UZniF",NA,NA,NA,NA,"51.1274","1.2925","anonymous","EN","1.0","5b47e287bc06c90001f8b67d","1.0","1.0","1.0","1.0","40",3,3,2,4,2,2,3,4,4,3,3,2,3,2,2,4,4,4,2,2,3,4,4,4,2,4,4,5,4,3,4,3,4,5,4,3,4,2,2,4,2,2,2,2,3,2,1,4,1,1,1,4,3,1,1,3,2,1,1,1,1,2,2,2,3,2,4,2,5,3,3,4,2,1,2,4,3,2,1,4,3,3,3,4,3,4,2,3,4,4,4,4,3,3,3,4,4,2,2,2,2,1,3,3,3,4,1,5,3,3,2,2,3,2,3,3,3,3,3,2,3,3,1,2,3,3,3,3,2,3,3,2,2,3,3,2,3,2,3,2,2,3,3,3,2,NA,1234,40,1,-0.615309843119485,58,74,39,30,19,44,23,22,52,41,"control","2","2"
"45574.66888888889","45574.68708333333","0.0","90.221.154.53","100.0","1572.0","1.0","45574.68709644676","R_8kaMY1grKZx4Ydo",NA,NA,NA,NA,"53.4113","-2.9759","anonymous","EN","1.0","66cba302d70a26c630d75afc","1.0","1.0","1.0","1.0","63",4,4,3,5,4,4,3,3,4,2,2,3,3,4,4,1,4,5,2,3,2,3,3,4,5,4,4,5,4,4,5,5,3,3,2,2,4,2,5,3,3,3,3,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,5,3,2,1,4,3,1,4,5,3,2,5,3,1,1,2,5,2,5,4,5,4,2,3,3,3,4,4,5,5,5,5,4,5,4,2,3,3,3,2,2,2,1,3,3,3,3,3,3,4,3,2,2,3,2,3,3,2,3,3,1,2,3,2,3,3,2,2,3,2,3,3,2,2,3,4,5,5,5,3,4,2,3,4,2,2,"66cba302d70a26c630d75afc",1572,63,1,-0.7123729336564,67,75,51,31,25,52,22,22,49,52,"control","3","2"
"45574.670335648145","45574.687314814815","0.0","51.241.61.127","100.0","1467.0","1.0","45574.687329305554","R_2vXje0id1L2Y35L",NA,NA,NA,NA,"53.4474","-2.3808","anonymous","EN","1.0","668052465e0b5cf3645dada4","1.0","1.0","1.0","1.0","45",3,3,2,2,2,2,2,2,2,2,4,3,1,2,3,2,2,3,2,4,3,4,3,4,4,3,4,3,3,3,4,4,3,3,4,3,4,3,4,4,4,2,3,2,4,2,2,3,2,2,2,2,3,2,2,2,3,3,2,3,3,3,2,3,3,2,4,2,4,3,3,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,1,1,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,1,2,2,3,1,2,1,1,3,3,1,1,2,1,2,1,3,3,3,2,3,3,3,2,3,3,3,2,2,3,2,2,"CQGKCGKU",1467,45,1,-0.94539107136738,48,74,52,27,8,24,9,7,37,42,"control","2","2"
